LargestPropertyUseType,Neighborhood,PrimaryPropertyType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,PropertyGFATotal,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,YearBuilt,SiteEnergyUse(kBtu),TotalGHGEmissions
Office,MAGNOLIA / QUEEN ANNE,Large Office,Parking,None,89075.0,102930,15164.0,0.0,85.0,47.61949,-122.35639,1.0,5,84210,18720,1974,4750799.0,65.03
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,Retail Store,90345.0,76893,33380.0,15845.0,,47.61472,-122.35566,1.0,3,76893,0,1902,12029600.0,260.13
Office,DOWNTOWN,Large Office,Parking,None,126648.0,150000,23913.0,0.0,65.0,47.61732,-122.34791,1.0,8,126370,23630,1975,9343428.0,119.93
Office,DOWNTOWN,Large Office,None,None,274362.0,274362,0.0,0.0,82.0,47.61628,-122.33391,1.0,7,274362,0,1953,16540550.0,147.82
Office,DOWNTOWN,Large Office,Parking,None,270237.0,378002,71602.0,0.0,85.0,47.61599,-122.34165,1.0,15,261722,116280,1983,17750994.0,246.83
Office,DOWNTOWN,Large Office,Bar/Nightclub,"Personal Services (Health/Beauty, Dry Cleaning, etc)",156414.0,169020,10337.0,8208.0,83.0,47.61481,-122.33969,1.0,11,169020,0,1963,11480494.0,346.62
Data Center,DOWNTOWN,Other,Office,None,218997.0,429405,210409.0,0.0,98.0,47.61438,-122.33871,1.0,33,429405,0,1981,274682208.0,1921.82
Office,DOWNTOWN,Large Office,Parking,None,1680937.0,1952220,319368.0,0.0,86.0,47.60454,-122.33072,1.0,76,1632820,319400,1985,92937640.0,882.56
Office,DOWNTOWN,Large Office,Parking,Medical Office,312442.0,383515,84800.0,18799.0,90.0,47.61418,-122.33485,1.0,19,293737,89778,1981,15878689.0,110.7
Medical Office,DOWNTOWN,Medical Office,Parking,Retail Store,281598.0,363934,27597.0,21519.0,68.0,47.6129,-122.33684,1.0,18,335064,28870,1925,22104512.0,582.28
Retail Store,DOWNTOWN,Retail Store,None,None,78920.0,78920,0.0,0.0,80.0,47.61203,-122.33486,1.0,4,78920,0,1929,8303666.5,109.85
Office,DOWNTOWN,Large Office,Retail Store,None,120248.0,131143,10853.0,0.0,93.0,47.61051,-122.34439,1.0,7,43983,87160,1979,5177270.5,109.16
Office,EAST,Mixed Use Property,Performing Arts,Self-Storage Facility,17120.0,55520,15300.0,13400.0,,47.61505,-122.32,1.0,4,55520,0,1908,3686962.25,150.88
Office,DOWNTOWN,Large Office,Retail Store,None,138257.0,132998,0.0,0.0,97.0,47.61036,-122.34037,1.0,10,132998,0,1908,3775187.5,133.8
Retail Store,DOWNTOWN,Retail Store,None,None,45000.0,83118,0.0,0.0,59.0,47.60956,-122.33715,1.0,3,83118,0,1940,2443141.5,27.82
Retail Store,DOWNTOWN,Retail Store,None,None,73563.0,77555,0.0,0.0,39.0,47.60925,-122.33734,1.0,3,77555,0,1924,7802205.5,54.4
Office,DOWNTOWN,Small and Mid-Sized Office,Restaurant,None,44913.0,51218,7044.0,0.0,57.0,47.60765,-122.34097,1.0,6,51218,0,1909,2886141.5,20.12
Office,DOWNTOWN,Large Office,Parking,Other - Technology/Science,371450.0,489182,65451.0,9295.0,43.0,47.60765,-122.3348,1.0,29,489182,0,1970,36378588.0,426.39
Office,DOWNTOWN,Large Office,Parking,Other - Technology/Science,182604.0,216571,13320.0,6246.0,62.0,47.60769,-122.33544,1.0,27,203251,13320,1929,16246106.0,639.72
Office,DOWNTOWN,Large Office,Other,None,151740.0,189175,12645.0,0.0,13.0,47.60741,-122.33565,1.0,13,189175,0,1921,19036416.0,132.71
Office,DOWNTOWN,Large Office,Parking,None,145491.0,293803,70603.0,0.0,25.0,47.60582,-122.33464,1.0,13,219322,74481,1998,17074142.0,119.03
Office,DOWNTOWN,Large Office,Retail Store,Data Center,95942.0,122356,15523.0,182.0,91.0,47.60576,-122.33922,1.0,7,122356,0,1910,4585070.5,41.8
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,50250.0,52298,0.0,0.0,89.0,47.60366,-122.33328,1.0,3,52298,0,1921,1968655.125,13.72
Office,DOWNTOWN,Large Office,Financial Office,Food Service,82053.0,116640,6561.0,6333.0,75.0,47.60304,-122.33362,1.0,17,116640,0,1911,6758565.5,169.06
Office,DOWNTOWN,Large Office,Parking,Medical Office,983697.0,1249055,296815.0,12941.0,95.0,47.60573,-122.33028,1.0,42,1047934,201121,1981,37980712.0,264.78
Medical Office,EAST,Medical Office,Parking,None,81873.0,188339,67000.0,0.0,15.0,47.60663,-122.32157,1.0,5,89025,99314,1988,8523594.0,89.41
College/University,CENTRAL,University,Parking,None,60122.0,60122,0.0,0.0,,47.6094,-122.31506,1.0,2,60122,0,1916,690529.5,9.31
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,84481.0,95000,8474.0,0.0,83.0,47.5981,-122.33369,1.0,6,81300,13700,1910,4052720.0,31.43
Office,DOWNTOWN,Large Office,None,None,204993.0,224857,0.0,0.0,79.0,47.6029,-122.32927,1.0,9,224857,0,1971,15272491.0,390.67
Office,DOWNTOWN,Large Office,Parking,None,343400.0,446261,114237.0,0.0,96.0,47.59878,-122.33088,1.0,8,321473,124788,1998,13568148.0,94.59
Other,GREATER DUWAMISH,Other,None,None,58500.0,58492,0.0,0.0,,47.59273,-122.33455,1.0,2,58492,0,1939,1594422.5,51.56
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Restaurant,None,49473.0,62370,10408.0,0.0,30.0,47.58958,-122.33369,1.0,6,62370,0,1907,4353025.0,30.35
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Parking,None,77800.0,73296,0.0,0.0,83.0,47.58454,-122.3269,1.0,1,73296,0,1960,2356376.75,73.58
Other,GREATER DUWAMISH,Other,Office,None,50036.0,99122,49086.0,0.0,,47.5829,-122.32417,1.0,4,99122,0,1944,14469228.0,179.45
Other,GREATER DUWAMISH,Other,Office,Non-Refrigerated Warehouse,60787.0,66133,13805.0,2408.0,,47.58251,-122.32528,1.0,1,66133,0,1985,6345009.5,89.94
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,Retail Store,101752.0,115668,8068.0,4270.0,,47.57613,-122.33864,1.0,2,115668,0,1952,3534690.75,111.23
Other,GREATER DUWAMISH,Other,None,None,152511.0,141686,0.0,0.0,,47.56301,-122.32564,1.0,1,141686,0,1970,6673138.0,46.52
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Data Center,None,101278.0,93610,502.0,0.0,95.0,47.55695,-122.33176,1.0,1,93610,0,1950,6235947.0,152.28
Office,GREATER DUWAMISH,Large Office,Parking,None,141917.0,156188,0.0,0.0,67.0,47.55238,-122.32762,1.0,2,156188,0,1973,6843855.0,60.92
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,56900.0,115620,0.0,0.0,11.0,47.54923,-122.32446,1.0,1,115620,0,1966,1951856.25,13.61
Office,GREATER DUWAMISH,Large Office,Parking,Parking,245240.0,238148,5616.0,5616.0,93.0,47.54699,-122.32882,1.0,5,238148,0,1975,10775646.0,75.12
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,71718.0,71718,0.0,0.0,100.0,47.54326,-122.33134,1.0,1,71718,0,1969,151754.2969,1.06
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,34206.0,55450,21244.0,0.0,31.0,47.53628,-122.3329,1.0,1,55450,0,1969,4345698.0,131.64
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,55000.0,54880,0.0,0.0,32.0,47.52549,-122.33064,1.0,1,54880,0,1979,2763597.0,89.53
Retail Store,DELRIDGE,Retail Store,Parking,None,99471.0,102500,0.0,0.0,81.0,47.52222,-122.36892,1.0,1,102500,0,1992,7305474.0,158.55
Parking,NORTHEAST,Other,Retail Store,Non-Refrigerated Warehouse,232685.0,361398,63419.0,15757.0,,47.66478,-122.29804,1.0,6,88498,272900,2002,8915523.0,119.92
Supermarket/Grocery Store,GREATER DUWAMISH,Supermarket and Grocery Store,None,None,27382.0,50785,0.0,0.0,57.0,47.57903,-122.29982,1.0,1,50785,0,1963,7439009.0,195.43
Office,DELRIDGE,Small and Mid-Sized Office,None,None,81526.0,85126,0.0,0.0,1.0,47.54103,-122.33766,1.0,3,85126,0,1929,37951708.0,166.13
Parking,NORTH,Other,Retail Store,Other,321828.0,303255,298043.0,5636.0,,47.70911,-122.32529,1.0,5,283435,19820,2000,11077140.0,99.14
Distribution Center,GREATER DUWAMISH,Distribution Center,Non-Refrigerated Warehouse,Refrigerated Warehouse,288048.0,411584,83683.0,35760.0,43.0,47.56613,-122.33838,1.0,1,411584,0,1986,15091579.0,455.39
Non-Refrigerated Warehouse,DOWNTOWN,Mixed Use Property,Office,Retail Store,27283.0,73320,23277.0,6540.0,,47.59937,-122.33116,1.0,4,73320,0,1902,1141189.75,29.16
Office,MAGNOLIA / QUEEN ANNE,Large Office,Parking,None,149081.0,242686,76364.0,0.0,77.0,47.6252,-122.36737,1.0,4,142510,100176,2008,9683979.0,67.51
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,95760.0,95760,0.0,0.0,83.0,47.5992,-122.33223,1.0,6,79920,15840,1900,5392617.5,74.45
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,178087.0,179413,0.0,0.0,57.0,47.56733,-122.3352,1.0,1,179413,0,1946,3459543.0,24.12
Non-Refrigerated Warehouse,DELRIDGE,Warehouse,Office,None,164806.0,170632,5826.0,0.0,98.0,47.5725,-122.3571,1.0,1,170632,0,1966,602245.0,4.2
Office,MAGNOLIA / QUEEN ANNE,Large Office,Parking,None,220033.0,381511,168978.0,0.0,87.0,47.63264,-122.34171,1.0,10,381511,0,1994,11410228.0,106.12
Office,DOWNTOWN,Large Office,Parking,None,295494.0,413264,94781.0,0.0,91.0,47.60214,-122.32726,1.0,17,275166,138098,2009,13631141.0,95.03
Retail Store,NORTHEAST,Retail Store,Restaurant,Other,85572.0,93803,2950.0,2500.0,,47.66246,-122.29898,1.0,2,93803,0,1956,5453438.5,110.41
K-12 School,CENTRAL,K-12 School,None,None,52924.0,52924,0.0,0.0,,47.6012,-122.31548,1.0,1,52924,0,1988,0.0,13.64
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,112484.0,123000,24433.0,0.0,47.0,47.51304,-122.28394,1.0,2,123000,0,1966,3004271.0,20.94
Medical Office,EAST,Medical Office,None,None,177748.0,275130,0.0,0.0,70.0,47.6056366,-122.3214798,1.0,5,162150,112980,2003,9941308.0,69.3
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,52702.0,60448,7746.0,0.0,90.0,47.51168,-122.28285,1.0,1,60448,0,1978,1052244.75,27.24
Hospital (General Medical & Surgical),EAST,Hospital,Parking,None,1639334.0,1765970,441551.0,0.0,54.0,47.608951,-122.322402,7.0,14,1765970,0,1994,291614432.0,12307.16
Other,MAGNOLIA / QUEEN ANNE,Other,None,None,215197.0,62600,0.0,0.0,,47.61915,-122.35871,3.0,4,62600,0,1928,11147342.0,406.04
Other,EAST,Mixed Use Property,Office,Parking,26400.0,77412,19200.0,17000.0,,47.60453796,-122.3203278,1.0,4,55800,21612,2004,2655387.5,20.85
Medical Office,EAST,Medical Office,Parking,None,146150.0,289419,139000.0,0.0,59.0,47.60796711,-122.3195445,1.0,5,130262,159157,1990,12731388.0,133.5
Financial Office,NORTH,Other,None,None,87552.0,90266,0.0,0.0,18.0,47.6993,-122.32378,1.0,5,90266,0,1987,7771933.5,54.18
Non-Refrigerated Warehouse,BALLARD,Warehouse,None,None,87332.0,87332,0.0,0.0,87.0,47.6582,-122.36434,1.0,4,80874,6458,2004,1165598.875,14.49
Hotel,EAST,Hotel,Parking,None,100528.0,150545,50017.0,0.0,28.0,47.61210727,-122.3205972,1.0,6,100528,50017,2003,13410041.0,453.76
Other - Entertainment/Public Assembly,MAGNOLIA / QUEEN ANNE,Other,Restaurant,None,134197.0,141718,5803.0,0.0,,47.62147,-122.34817,1.0,5,141718,0,1999,19085174.0,341.23
Hotel,MAGNOLIA / QUEEN ANNE,Hotel,Parking,Restaurant,92000.0,111856,20000.0,4006.0,8.0,47.62562,-122.35121,1.0,5,90583,21273,2008,9444484.0,278.97
Non-Refrigerated Warehouse,EAST,Warehouse,None,None,132828.0,132828,0.0,0.0,83.0,47.61818,-122.31728,1.0,4,132828,0,1988,1083729.625,7.56
Non-Refrigerated Warehouse,DELRIDGE,Warehouse,Office,None,58047.0,70400,12353.0,0.0,1.0,47.53935,-122.34402,1.0,1,70400,0,1970,13962749.0,284.01
Retail Store,NORTHWEST,Retail Store,None,None,130767.0,101830,0.0,0.0,60.0,47.71417,-122.34256,1.0,1,101830,0,1995,10713006.0,295.12
K-12 School,CENTRAL,K-12 School,None,None,55353.0,55353,0.0,0.0,,47.6021,-122.29181,1.0,3,55353,0,1988,0.0,9.99
College/University,CENTRAL,University,None,None,114000.0,114000,0.0,0.0,,47.5997,-122.30364,2.0,4,114000,0,1974,7575080.0,109.71
Other,GREATER DUWAMISH,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Restaurant,180633.0,338063,50000.0,50000.0,,47.5805,-122.33032,1.0,3,338063,0,2002,20675922.0,259.49
Non-Refrigerated Warehouse,SOUTHWEST,Warehouse,Office,None,149293.0,152365,7858.0,0.0,88.0,47.57311,-122.3601,1.0,1,152365,0,1965,1069749.75,13.07
Medical Office,CENTRAL,Medical Office,Laboratory,None,236359.0,320946,86298.0,0.0,57.0,47.60705,-122.30966,1.0,6,320946,0,1910,25471308.0,189.85
Retail Store,GREATER DUWAMISH,Retail Store,None,None,74178.0,74178,0.0,0.0,,47.54862,-122.32272,1.0,1,74178,0,1958,5402181.0,134.82
Non-Refrigerated Warehouse,NORTH,Warehouse,None,None,80360.0,80360,0.0,0.0,96.0,47.70799,-122.30185,1.0,4,80360,0,1987,686019.1875,16.27
K-12 School,SOUTHWEST,K-12 School,None,None,62975.0,61183,0.0,0.0,92.0,47.5795,-122.38723,1.0,1,61183,0,1950,2424724.25,95.54
Supermarket/Grocery Store,EAST,Supermarket and Grocery Store,None,None,46280.0,119190,0.0,0.0,71.0,47.61318,-122.32122,1.0,3,119190,0,1996,10077532.0,267.0
Automobile Dealership,GREATER DUWAMISH,Other,Office,None,48103.0,51856,3753.0,0.0,,47.59394,-122.32452,1.0,2,51856,0,2008,1938613.125,13.51
Office,GREATER DUWAMISH,Mixed Use Property,Manufacturing/Industrial Plant,Parking,26044.0,66138,13884.0,13858.0,3.0,47.58718,-122.33467,1.0,3,53552,12586,1921,7070998.5,49.29
Office,NORTHEAST,Large Office,None,None,65434.0,113944,0.0,0.0,1.0,47.66181,-122.31231,1.0,3,65434,48510,1960,17880184.0,128.73
Worship Facility,NORTHEAST,Worship Facility,None,None,22220.0,22220,0.0,0.0,90.0,47.67738,-122.28996,1.0,2,22220,0,1957,778355.8125,31.74
K-12 School,NORTHEAST,K-12 School,None,None,50956.0,46732,0.0,0.0,87.0,47.69054,-122.29705,1.0,1,46732,0,1955,2331952.75,89.08
Office,GREATER DUWAMISH,Mixed Use Property,Other,Non-Refrigerated Warehouse,23751.0,44700,14024.0,10095.0,,47.54437,-122.30863,1.0,1,44700,0,1962,2042771.0,30.52
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,40000.0,44100,0.0,0.0,1.0,47.54137,-122.33051,1.0,1,44100,0,1976,1618916.375,11.29
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,27800.0,27800,0.0,0.0,13.0,47.54113,-122.32633,1.0,1,27800,0,1965,1224186.25,24.39
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,46340.0,46340,0.0,0.0,3.0,47.55436,-122.33631,1.0,1,46340,0,2001,2564004.0,17.87
Manufacturing/Industrial Plant,GREATER DUWAMISH,Other,None,None,22800.0,22800,0.0,0.0,,47.54134,-122.30529,3.0,1,22800,0,1994,2222097.5,101.5
Office,CENTRAL,Small and Mid-Sized Office,None,None,38460.0,38460,0.0,0.0,69.0,47.60191,-122.31438,1.0,3,38460,0,1910,1950713.25,36.02
Worship Facility,NORTHWEST,Worship Facility,None,None,21022.0,21022,0.0,0.0,54.0,47.68576,-122.35481,1.0,2,21022,0,1922,945245.625,43.84
K-12 School,SOUTHWEST,K-12 School,None,None,51489.0,51489,0.0,0.0,93.0,47.5773,-122.4074,1.0,2,51489,0,1954,1984067.625,70.76
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,48001.0,48001,0.0,0.0,49.0,47.51127,-122.281,1.0,1,48001,0,1967,2143650.75,86.46
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,23620.0,26380,2760.0,0.0,,47.51399,-122.27946,1.0,1,26380,0,1979,509124.0,3.58
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,29551.0,37351,9569.0,0.0,10.0,47.51018,-122.28192,1.0,1,37351,0,1969,2559461.75,77.04
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,30375.0,30375,0.0,0.0,73.0,47.51127,-122.281,1.0,1,30375,0,1981,345866.6875,2.41
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,24280.0,30004,4950.0,0.0,,47.51104,-122.28245,1.0,1,30004,0,1979,369291.5,2.57
Other,NORTHEAST,Other,Retail Store,Office,36185.0,39971,3142.0,644.0,,47.68541,-122.27097,1.0,3,39971,0,1928,10960107.0,416.07
Worship Facility,BALLARD,Worship Facility,None,None,33589.0,33589,0.0,0.0,90.0,47.68164,-122.3753,1.0,2,33589,0,1914,509836.1875,21.93
Office,BALLARD,Small and Mid-Sized Office,None,None,43495.0,43500,0.0,0.0,46.0,47.66587,-122.38476,1.0,3,43500,0,1979,3220635.25,22.65
Office,BALLARD,Small and Mid-Sized Office,None,None,28492.0,28492,0.0,0.0,12.0,47.67528,-122.40836,1.0,2,28492,0,1978,1896298.875,37.78
Office,BALLARD,Small and Mid-Sized Office,Medical Office,Other,18000.0,22325,1800.0,1000.0,,47.6744,-122.40735,1.0,3,22325,0,1963,1401315.875,9.77
Restaurant,BALLARD,Restaurant,Parking,None,22719.0,22719,0.0,0.0,,47.67398,-122.40765,1.0,3,22719,0,1977,1358519.0,9.47
Laboratory,DOWNTOWN,Laboratory,None,None,69000.0,44588,0.0,0.0,,47.61597,-122.33086,1.0,2,22588,22000,1946,7251589.0,50.55
K-12 School,CENTRAL,K-12 School,None,None,48887.0,37327,0.0,0.0,92.0,47.60842,-122.30093,1.0,2,37327,0,1925,1967476.375,71.06
Retail Store,DOWNTOWN,Retail Store,None,None,147545.0,147545,0.0,0.0,69.0,47.59692,-122.31543,1.0,2,147545,0,1917,6787070.0,169.75
Other,NORTH,Other,Office,None,25778.0,21462,200.0,0.0,,47.68339,-122.31947,1.0,2,21462,0,1923,1114384.625,7.77
K-12 School,NORTHWEST,K-12 School,None,None,46066.0,47602,0.0,0.0,78.0,47.68636,-122.3423,1.0,2,47602,0,1930,2249592.5,83.59
Social/Meeting Hall,NORTHWEST,Other,None,None,23835.0,28072,0.0,0.0,,47.67713,-122.35398,1.0,2,28072,0,1917,1362523.0,63.48
Restaurant,DOWNTOWN,Restaurant,None,None,31020.0,31020,0.0,0.0,,47.61468,-122.34925,1.0,2,31020,0,1955,4970047.0,207.6
Office,DOWNTOWN,Small and Mid-Sized Office,Other - Lodging/Residential,None,14400.0,21600,7200.0,0.0,,47.61402,-122.35016,1.0,2,21600,0,1917,1636649.125,29.62
Office,DOWNTOWN,Small and Mid-Sized Office,Bank Branch,None,37993.0,61825,3547.0,0.0,59.0,47.6158,-122.35126,1.0,5,48505,13320,1974,4322873.0,141.2
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,64630.0,64630,0.0,0.0,96.0,47.61683,-122.35176,1.0,3,64630,0,1942,1408291.375,9.82
Worship Facility,DOWNTOWN,Worship Facility,None,None,20920.0,20920,0.0,0.0,15.0,47.61636,-122.35094,1.0,2,20920,0,1948,1042108.5,42.19
Worship Facility,SOUTHWEST,Worship Facility,None,None,22128.0,22128,0.0,0.0,94.0,47.57384,-122.41182,1.0,2,22128,0,1926,608359.6875,25.24
Retail Store,NORTHWEST,Retail Store,None,None,40000.0,48139,0.0,0.0,98.0,47.72736,-122.34579,1.0,1,48139,0,1968,859236.625,24.02
Other - Education,NORTHWEST,Other,None,None,29924.0,29924,0.0,0.0,,47.72777,-122.34503,1.0,1,29924,0,2002,0.0,0.0
Worship Facility,SOUTHWEST,Worship Facility,K-12 School,None,15364.0,21364,6000.0,0.0,86.0,47.56633,-122.38725,1.0,2,21364,0,1949,965651.125,43.8
College/University,DOWNTOWN,University,None,None,28800.0,28923,0.0,0.0,,47.61741,-122.33491,1.0,2,28923,0,1992,439311.9063,15.27
College/University,DOWNTOWN,University,None,None,21600.0,21600,0.0,0.0,,47.61789,-122.33573,1.0,3,21600,0,1928,323739.4063,6.33
Retail Store,NORTHEAST,Retail Store,None,None,25691.0,25735,0.0,0.0,82.0,47.6646,-122.29932,1.0,1,25735,0,1996,1169394.875,18.1
Retail Store,NORTHEAST,Retail Store,Other,None,25562.0,25862,300.0,0.0,20.0,47.66246,-122.29898,1.0,2,25862,0,1956,4801472.0,154.17
Retail Store,NORTHEAST,Retail Store,Other,None,47465.0,49965,2500.0,0.0,82.0,47.66246,-122.29898,1.0,2,49965,0,2003,3377209.75,29.54
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,20028.0,20028,0.0,0.0,95.0,47.6026,-122.33232,1.0,2,20028,0,1929,511797.4063,14.22
Office,DOWNTOWN,Small and Mid-Sized Office,Restaurant,None,26195.0,23622,2285.0,0.0,100.0,47.60247,-122.33372,1.0,7,23622,0,1900,552007.5,9.95
Office,DOWNTOWN,Small and Mid-Sized Office,Restaurant,None,20183.0,23563,3380.0,0.0,67.0,47.60237,-122.33365,1.0,3,23563,0,1902,883197.6875,6.16
Office,DOWNTOWN,Mixed Use Property,Retail Store,Restaurant,12000.0,28600,11000.0,3000.0,,47.60284,-122.33407,1.0,3,28600,0,1903,1062722.625,24.25
Retail Store,DOWNTOWN,Mixed Use Property,Parking,Office,15549.0,38539,12379.0,10611.0,55.0,47.60427,-122.33385,1.0,2,26160,12379,1978,2186018.5,15.24
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,29040.0,26840,0.0,0.0,24.0,47.60427,-122.33385,1.0,5,26840,0,1906,1989287.0,13.87
Retail Store,DOWNTOWN,Retail Store,Office,None,36019.0,46800,10781.0,0.0,86.0,47.60427,-122.33385,1.0,2,46800,0,1906,1245187.5,8.68
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,39000.0,63990,26640.0,0.0,51.0,47.60431,-122.33335,1.0,3,37350,26640,1979,2067352.5,14.63
Office,DOWNTOWN,Small and Mid-Sized Office,Other,Non-Refrigerated Warehouse,21600.0,28800,7200.0,6200.0,50.0,47.61285,-122.34817,1.0,3,28800,0,1908,1345025.75,28.81
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,26556.0,33552,4968.0,0.0,75.0,47.6172,-122.34979,1.0,3,28584,4968,1954,1696978.75,60.43
Retail Store,DOWNTOWN,Retail Store,None,None,26270.0,26270,0.0,0.0,32.0,47.61652,-122.34854,1.0,2,26270,0,1931,1560461.75,33.78
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,49800.0,57620,7820.0,0.0,50.0,47.61595,-122.34756,1.0,3,49800,7820,1926,2385395.0,16.63
Other,DOWNTOWN,Mixed Use Property,Bank Branch,Parking,12960.0,28696,7760.0,6080.0,,47.61543,-122.34651,1.0,2,22616,6080,1954,418348.5,2.92
Hotel,DOWNTOWN,Hotel,None,None,57800.0,57800,0.0,0.0,87.0,47.61471,-122.34525,1.0,5,57800,0,1990,2443065.25,66.29
Financial Office,DOWNTOWN,Other,None,None,31160.0,31890,0.0,0.0,2.0,47.61319,-122.33695,1.0,2,31890,0,1955,1858224.625,12.95
Office,DOWNTOWN,Small and Mid-Sized Office,Parking,None,25920.0,44098,13155.0,0.0,53.0,47.61267,-122.33852,1.0,2,30438,13660,1925,1441900.5,41.69
Restaurant,DOWNTOWN,Restaurant,None,None,22381.0,22381,0.0,0.0,,47.61332,-122.33904,1.0,3,22381,0,1923,3532966.5,126.78
Retail Store,DOWNTOWN,Retail Store,Non-Refrigerated Warehouse,None,13940.0,24825,10439.0,0.0,,47.61812,-122.35509,1.0,1,23562,1263,1925,439521.0938,11.14
Medical Office,DOWNTOWN,Medical Office,None,None,26670.0,26670,0.0,0.0,51.0,47.6146,-122.34217,1.0,4,26670,0,1952,1553208.375,10.83
Fire Station,DOWNTOWN,Other,None,None,38939.0,37740,0.0,0.0,,47.61607,-122.34449,1.0,2,37740,0,1922,3095882.0,86.02
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,Parking,14317.0,23752,9435.0,0.0,,47.61768,-122.34139,1.0,1,23752,0,1965,1067153.75,30.33
Hotel,DOWNTOWN,Hotel,None,None,52668.0,44416,0.0,0.0,61.0,47.61822,-122.34132,1.0,4,44416,0,1967,2669564.25,72.78
Social/Meeting Hall,DOWNTOWN,Mixed Use Property,Parking,Other - Entertainment/Public Assembly,8969.0,33792,8540.0,1600.0,,47.61634,-122.35385,1.0,2,10925,22867,2006,2547848.0,30.6
K-12 School,MAGNOLIA / QUEEN ANNE,K-12 School,None,None,35805.0,35805,0.0,0.0,100.0,47.63203,-122.35337,1.0,1,35805,0,2001,431471.6875,11.54
Worship Facility,NORTHWEST,Worship Facility,None,None,45991.0,45991,0.0,0.0,77.0,47.66476,-122.35248,1.0,2,45991,0,1928,1145535.75,36.43
Residence Hall/Dormitory,NORTHEAST,Residence Hall,None,None,21499.0,21499,0.0,0.0,85.0,47.66282,-122.305,1.0,3,21499,0,1921,605130.6875,4.22
Office,NORTHEAST,Small and Mid-Sized Office,None,None,25021.0,20384,0.0,0.0,16.0,47.66461,-122.30142,1.0,2,20384,0,1989,1791071.375,13.91
Retail Store,NORTHEAST,Retail Store,Office,Other,31905.0,39265,4388.0,2679.0,,47.66246,-122.29898,1.0,2,39265,0,1956,5238803.0,47.12
Retail Store,NORTHEAST,Retail Store,Other,None,52784.0,54284,1900.0,0.0,18.0,47.66246,-122.29898,1.0,2,54284,0,1956,6778694.0,63.61
